event_time,event_source,event_name,aws_region,source_ip,user_agent,identity_arn,identity_type,user_name,is_new_ip_for_identity,is_new_region_for_identity,event_hour,is_off_hours,call_frequency_10m,target_user_is_different,is_privilege_action,error_status,mfa_authenticated,data_source,attack_type,scenario_id,is_threat
2026-04-15T17:07:25Z,sts.amazonaws.com,GetCallerIdentity,us-east-2,10.50.2.11,Kali-Linux-CloudSploit,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,0,1,17,0,3,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-2085,1
2026-04-13T22:09:40Z,ec2.amazonaws.com,DescribeSecurityGroups,us-east-1,192.168.1.88,Kali-Linux-CloudSploit,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,0,0,22,1,33,0,0,1,0,synthetic,cloud_intrusion_threat,syn-std-th-6048,1
2026-04-03T01:37:25Z,sts.amazonaws.com,AssumeRole,us-east-1,45.154.255.99,curl/7.88.1,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,1,0,1,1,54,0,1,0,0,synthetic,unauthorized_role_assumption,syn-std-th-5096,1
2026-04-01T13:06:05Z,ec2.amazonaws.com,DescribeInstances,us-east-2,192.168.10.40,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:role/DevOpsAdminRole,AssumedRole,DevOpsAdminRole,0,0,13,0,7,0,0,0,0,synthetic,none,syn-seq-benign-0278,0
2026-04-17T20:39:37Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,172.16.30.113,AWS Management Console,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,1,0,20,0,2,0,1,0,1,synthetic,none,syn-std-bg-6624,0
2026-04-12T12:50:35Z,iam.amazonaws.com,ListUsers,us-east-2,192.168.10.40,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:role/DevOpsAdminRole,AssumedRole,DevOpsAdminRole,0,0,12,0,51,0,0,1,1,synthetic,cloud_intrusion_threat,syn-std-th-1174,1
2026-04-20T04:47:21Z,iam.amazonaws.com,PutUserPolicy,us-east-1,194.26.29.112,AWS Management Console,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,1,0,4,1,52,0,1,0,0,synthetic,inline_policy_injection,syn-std-th-4909,1
2026-04-01T00:50:29Z,iam.amazonaws.com,PassRole,us-east-1,45.154.255.99,curl/7.88.1,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,1,0,0,1,32,0,1,0,0,synthetic,pass_role_privilege_escalation,syn-std-th-5588,1
2026-04-07T05:12:47Z,iam.amazonaws.com,ListRoles,us-east-1,10.50.2.11,Python/3.11 aiobotocore/2.5.0,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,0,0,5,1,4,0,0,0,1,synthetic,none,syn-seq-benign-0238,0
2026-04-08T04:46:17Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,104.244.76.13,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,1,0,4,1,37,1,1,0,0,synthetic,privilege_escalation_user_policy,syn-std-th-6402,1
2026-04-27T12:54:02Z,sts.amazonaws.com,AssumeRole,us-east-1,10.50.2.10,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,0,0,12,0,47,1,1,0,0,synthetic,unauthorized_role_assumption,syn-std-th-2991,1
2026-04-07T12:02:14Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,172.16.48.114,AWS Management Console,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,1,0,12,0,7,0,1,0,0,synthetic,none,syn-std-bg-2862,0
2026-04-24T12:36:42Z,sts.amazonaws.com,GetCallerIdentity,us-east-1,10.50.2.11,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,0,0,12,0,2,0,0,0,1,synthetic,none,syn-std-bg-6528,0
2026-04-15T14:38:42Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,194.26.29.112,AWS Management Console,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,1,0,14,0,25,1,1,1,0,synthetic,privilege_escalation_user_policy,syn-std-th-7966,1
2026-04-21T05:45:31Z,iam.amazonaws.com,CreateAccessKey,sa-east-1,172.16.50.96,aws-sdk-go/v2.1.0,arn:aws:iam::123456789012:role/JenkinsCICDRunner,AssumedRole,JenkinsCICDRunner,1,1,5,1,3,0,1,0,0,synthetic,none,syn-std-bg-3068,0
2026-04-05T14:59:44Z,iam.amazonaws.com,CreateAccessKey,us-east-1,10.10.15.22,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,0,0,14,0,5,0,1,1,0,synthetic,none,syn-std-bg-9543,0
2026-04-29T10:05:55Z,iam.amazonaws.com,AttachRolePolicy,us-east-1,192.168.1.50,AWS Management Console,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,0,0,10,0,4,0,1,0,1,synthetic,none,syn-std-bg-1507,0
2026-04-03T14:06:16Z,iam.amazonaws.com,AttachRolePolicy,us-east-1,192.168.1.88,AWS Management Console,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,0,0,14,0,9,0,1,1,1,synthetic,none,syn-std-bg-5307,0
2026-04-28T13:32:16Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,172.16.42.226,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,1,0,13,0,4,1,1,0,1,synthetic,none,syn-std-bg-8613,0
2026-04-01T14:29:44Z,iam.amazonaws.com,PutUserPolicy,us-east-1,104.244.76.13,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,1,0,14,0,35,1,1,0,0,synthetic,inline_policy_injection,syn-std-th-7235,1
2026-04-17T17:35:02Z,iam.amazonaws.com,AttachRolePolicy,us-east-1,185.220.101.5,AWS Management Console,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,1,0,17,0,4,0,1,0,1,synthetic,privilege_escalation_role_policy,syn-std-th-3060,1
2026-04-01T22:59:34Z,s3.amazonaws.com,GetObject,us-east-2,10.10.15.23,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,0,1,22,1,51,0,0,0,1,synthetic,cloud_intrusion_threat,syn-std-th-3351,1
2026-04-19T09:40:12Z,iam.amazonaws.com,CreateAccessKey,us-east-1,10.10.15.22,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,0,0,9,0,6,0,1,0,0,synthetic,none,syn-std-bg-4789,0
2026-04-10T23:51:56Z,ec2.amazonaws.com,DescribeSecurityGroups,us-east-1,10.10.15.23,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,0,0,23,1,4,0,0,0,0,synthetic,none,syn-std-bg-8239,0
2026-04-25T00:37:09Z,ec2.amazonaws.com,DescribeInstances,us-east-1,172.16.31.250,aws-sdk-go/v2.1.0,arn:aws:iam::123456789012:role/JenkinsCICDRunner,AssumedRole,JenkinsCICDRunner,1,0,0,1,36,0,0,0,0,synthetic,none,syn-std-bg-6529,0
2026-04-20T11:56:50Z,sts.amazonaws.com,GetCallerIdentity,us-east-1,10.100.4.12,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:role/DevOpsAdminRole,AssumedRole,DevOpsAdminRole,0,0,11,0,24,0,0,0,0,synthetic,none,syn-std-bg-2629,0
2026-04-22T03:41:54Z,iam.amazonaws.com,PutUserPolicy,us-east-1,192.168.1.51,AWS Management Console,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,0,0,3,1,9,0,1,0,0,synthetic,none,syn-std-bg-1906,0
2026-04-06T08:32:23Z,iam.amazonaws.com,PutUserPolicy,us-east-1,104.244.76.13,AWS Management Console,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,1,0,8,0,34,1,1,0,0,synthetic,inline_policy_injection,syn-std-th-8490,1
2026-04-26T22:22:03Z,s3.amazonaws.com,ListBuckets,us-east-1,10.10.15.23,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,0,0,22,1,21,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-1561,1
2026-04-24T21:20:38Z,iam.amazonaws.com,PutUserPolicy,us-east-1,172.16.1.185,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,1,0,21,1,5,0,1,0,0,synthetic,none,syn-std-bg-5753,0
2026-04-29T16:46:32Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,10.50.2.10,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,0,0,16,0,13,1,1,0,0,synthetic,none,syn-std-bg-6569,0
2026-04-22T08:34:03Z,sts.amazonaws.com,AssumeRole,ap-southeast-1,194.26.29.112,Kali-Linux-CloudSploit,arn:aws:iam::123456789012:role/DevOpsAdminRole,AssumedRole,DevOpsAdminRole,1,1,8,0,53,1,1,1,0,synthetic,unauthorized_role_assumption,syn-std-th-7809,1
2026-04-27T15:28:11Z,iam.amazonaws.com,ListUsers,us-east-1,10.50.2.11,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,0,0,15,0,13,0,0,0,1,synthetic,none,syn-seq-benign-0098,0
2026-04-29T17:20:52Z,iam.amazonaws.com,PutRolePolicy,us-east-1,172.16.32.47,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,1,0,17,0,22,0,1,0,1,synthetic,none,syn-std-bg-7770,0
2026-04-12T21:30:44Z,iam.amazonaws.com,PutUserPolicy,us-east-1,10.200.1.6,aws-sdk-go/v2.1.0,arn:aws:iam::123456789012:role/JenkinsCICDRunner,AssumedRole,JenkinsCICDRunner,0,0,21,1,6,0,1,0,0,synthetic,none,syn-std-bg-2501,0
2026-04-09T04:19:14Z,iam.amazonaws.com,CreateAccessKey,us-east-1,203.0.113.88,AWS Management Console,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,1,0,4,1,6,1,1,0,0,synthetic,rogue_credential_creation,syn-std-th-4859,1
2026-04-19T01:11:48Z,sts.amazonaws.com,GetCallerIdentity,us-east-1,198.51.100.24,botocore/1.29.0 raw-script,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,1,0,1,1,1,0,0,0,0,synthetic,discovery_reconnaissance,syn-seq-threat-0288,1
2026-04-05T10:10:09Z,iam.amazonaws.com,ListRoles,us-east-1,192.168.1.51,AWS Management Console,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,0,0,10,0,2,0,0,1,1,synthetic,none,syn-std-bg-8198,0
2026-04-29T18:26:04Z,iam.amazonaws.com,PutUserPolicy,us-east-1,10.50.2.11,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,0,0,18,0,2,0,1,1,1,synthetic,none,syn-std-bg-2158,0
2026-04-07T00:11:56Z,iam.amazonaws.com,AttachUserPolicy,us-west-2,10.200.1.5,aws-sdk-go/v2.1.0,arn:aws:iam::123456789012:role/JenkinsCICDRunner,AssumedRole,JenkinsCICDRunner,0,1,0,1,7,0,1,0,0,synthetic,none,syn-std-bg-5705,0
2026-04-11T07:54:12Z,s3.amazonaws.com,GetObject,us-east-1,192.168.1.88,AWS Management Console,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,0,0,7,0,5,0,0,0,1,synthetic,none,syn-std-bg-7923,0
2026-04-20T15:28:49Z,ec2.amazonaws.com,DescribeInstances,ap-southeast-1,203.0.113.88,aws-sdk-go/v2.1.0,arn:aws:iam::123456789012:role/JenkinsCICDRunner,AssumedRole,JenkinsCICDRunner,1,1,15,0,8,0,0,0,1,synthetic,cloud_intrusion_threat,syn-std-th-7802,1
2026-04-08T03:01:03Z,sts.amazonaws.com,GetCallerIdentity,us-east-1,10.200.1.5,aws-sdk-go/v2.1.0,arn:aws:iam::123456789012:role/JenkinsCICDRunner,AssumedRole,JenkinsCICDRunner,0,0,3,1,8,0,0,0,0,synthetic,none,syn-std-bg-3388,0
2026-04-04T17:56:52Z,iam.amazonaws.com,PassRole,us-east-2,192.168.1.51,AWS Management Console,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,0,1,17,0,6,0,1,0,1,synthetic,none,syn-std-bg-7462,0
2026-04-04T15:30:51Z,iam.amazonaws.com,ListUsers,us-east-1,192.168.1.50,AWS Management Console,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,0,0,15,0,6,0,0,0,1,synthetic,none,syn-std-bg-7664,0
2026-04-11T05:09:51Z,iam.amazonaws.com,PutUserPolicy,us-east-1,10.10.15.23,botocore/1.29.0 raw-script,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,0,0,5,1,2,1,1,1,0,synthetic,inline_policy_injection,syn-std-th-4030,1
2026-04-27T17:18:41Z,iam.amazonaws.com,AttachRolePolicy,us-west-2,10.50.2.10,Python/3.11 aiobotocore/2.5.0,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,0,0,17,0,18,0,1,0,0,synthetic,none,syn-seq-benign-0068,0
2026-04-20T22:04:06Z,sts.amazonaws.com,GetCallerIdentity,ap-southeast-1,185.220.101.5,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,1,1,22,1,48,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-8158,1
2026-04-02T00:57:03Z,iam.amazonaws.com,PutUserPolicy,us-east-1,10.200.1.5,aws-sdk-go/v2.1.0,arn:aws:iam::123456789012:role/JenkinsCICDRunner,AssumedRole,JenkinsCICDRunner,0,0,0,1,42,1,1,0,0,synthetic,inline_policy_injection,syn-std-th-7594,1
2026-04-29T19:56:07Z,ec2.amazonaws.com,DescribeSecurityGroups,us-east-1,10.10.15.22,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,0,0,19,0,3,0,0,0,0,synthetic,none,syn-std-bg-3024,0
2026-04-25T14:40:30Z,iam.amazonaws.com,PutRolePolicy,us-east-1,192.168.1.88,AWS Management Console,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,0,0,14,0,3,0,1,0,0,synthetic,none,syn-std-bg-6586,0
2026-04-22T18:31:57Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,192.168.1.88,curl/7.88.1,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,0,0,18,0,3,1,1,0,0,synthetic,privilege_escalation_user_policy,syn-std-th-2728,1
2026-04-05T10:46:09Z,iam.amazonaws.com,CreateAccessKey,us-east-1,172.16.18.195,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:role/DevOpsAdminRole,AssumedRole,DevOpsAdminRole,1,0,10,0,8,1,1,0,0,synthetic,none,syn-std-bg-7631,0
2026-04-07T11:19:03Z,ec2.amazonaws.com,DescribeSecurityGroups,us-east-1,192.168.1.50,AWS Management Console,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,0,0,11,0,4,0,0,0,1,synthetic,none,syn-seq-benign-0003,0
2026-04-15T17:16:37Z,iam.amazonaws.com,UpdateAccessKey,us-west-2,198.51.100.24,AWS Management Console,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,1,1,17,0,47,1,1,0,0,synthetic,credential_activation_abuse,syn-std-th-7751,1
2026-04-22T04:30:21Z,iam.amazonaws.com,UpdateAccessKey,sa-east-1,104.244.76.13,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:role/DevOpsAdminRole,AssumedRole,DevOpsAdminRole,1,1,4,1,36,0,1,0,0,synthetic,credential_activation_abuse,syn-std-th-1623,1
2026-04-09T20:16:37Z,sts.amazonaws.com,GetCallerIdentity,us-west-2,10.50.2.10,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,0,0,20,0,7,0,0,1,1,synthetic,none,syn-std-bg-4613,0
2026-04-01T13:25:56Z,ec2.amazonaws.com,DescribeInstances,eu-west-1,192.168.1.88,AWS Management Console,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,0,1,13,0,8,0,0,0,1,synthetic,none,syn-std-bg-9388,0
2026-04-26T06:42:00Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,172.16.26.237,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,1,0,6,0,9,0,1,0,0,synthetic,none,syn-std-bg-6850,0
2026-04-03T06:27:03Z,iam.amazonaws.com,PutRolePolicy,us-east-1,10.200.1.6,aws-sdk-go/v2.1.0,arn:aws:iam::123456789012:role/JenkinsCICDRunner,AssumedRole,JenkinsCICDRunner,0,0,6,0,3,0,1,0,0,synthetic,none,syn-std-bg-3056,0
2026-04-20T00:54:20Z,iam.amazonaws.com,AttachRolePolicy,us-east-1,104.244.76.13,python-requests/2.31.0,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,1,0,0,1,35,0,1,1,0,synthetic,privilege_escalation_role_policy,syn-std-th-5275,1
2026-04-11T16:03:41Z,sts.amazonaws.com,GetCallerIdentity,eu-west-1,172.16.18.141,AWS Management Console,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,1,1,16,0,25,0,0,0,1,synthetic,none,syn-std-bg-7273,0
2026-04-11T04:09:01Z,iam.amazonaws.com,UpdateAccessKey,us-east-1,198.51.100.24,Kali-Linux-CloudSploit,arn:aws:iam::123456789012:role/JenkinsCICDRunner,AssumedRole,JenkinsCICDRunner,1,0,4,1,50,1,1,0,0,synthetic,credential_activation_abuse,syn-std-th-6968,1
2026-04-16T23:36:02Z,iam.amazonaws.com,CreateAccessKey,us-east-1,203.0.113.88,python-requests/2.31.0,arn:aws:iam::123456789012:role/DevOpsAdminRole,AssumedRole,DevOpsAdminRole,1,0,23,1,1,1,1,0,0,synthetic,rogue_credential_creation,syn-std-th-6765,1
2026-04-29T12:04:35Z,iam.amazonaws.com,AttachRolePolicy,us-east-1,192.168.1.88,Python/3.11 aiobotocore/2.5.0,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,0,0,12,0,6,0,1,0,0,synthetic,none,syn-std-bg-5121,0
2026-04-21T22:43:33Z,iam.amazonaws.com,AttachRolePolicy,us-east-2,10.10.15.22,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,0,1,22,1,2,0,1,0,0,synthetic,privilege_escalation_role_policy,syn-std-th-6384,1
2026-04-01T17:34:58Z,iam.amazonaws.com,AttachRolePolicy,ap-southeast-1,192.168.1.88,AWS Management Console,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,0,1,17,0,6,0,1,0,1,synthetic,none,syn-std-bg-1934,0
2026-04-08T15:43:37Z,iam.amazonaws.com,PutRolePolicy,ap-southeast-1,10.100.4.15,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:role/DevOpsAdminRole,AssumedRole,DevOpsAdminRole,0,1,15,0,5,0,1,1,0,synthetic,role_inline_policy_backdoor,syn-std-th-9084,1
2026-04-25T19:20:52Z,iam.amazonaws.com,CreateAccessKey,us-east-1,172.16.5.144,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,1,0,19,0,3,0,1,0,0,synthetic,none,syn-std-bg-7661,0
2026-04-20T07:48:05Z,iam.amazonaws.com,PutRolePolicy,sa-east-1,192.168.1.88,AWS Management Console,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,0,1,7,0,28,0,1,0,1,synthetic,none,syn-std-bg-4061,0
2026-04-05T00:50:04Z,iam.amazonaws.com,AttachRolePolicy,us-west-2,192.168.10.40,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:role/DevOpsAdminRole,AssumedRole,DevOpsAdminRole,0,1,0,1,7,1,1,1,0,synthetic,privilege_escalation_role_policy,syn-std-th-6522,1
2026-04-15T12:35:53Z,iam.amazonaws.com,PutUserPolicy,us-west-2,10.50.2.11,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,0,0,12,0,51,1,1,0,0,synthetic,inline_policy_injection,syn-std-th-4247,1
2026-05-01T23:50:04Z,iam.amazonaws.com,PassRole,us-east-1,45.154.255.99,AWS Management Console,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,1,0,23,1,5,0,1,0,0,synthetic,pass_role_privilege_escalation,syn-std-th-6656,1
2026-04-16T04:27:50Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,198.51.100.24,AWS Management Console,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,1,0,4,1,37,0,1,1,0,synthetic,privilege_escalation_user_policy,syn-std-th-1602,1
2026-04-21T01:50:28Z,sts.amazonaws.com,AssumeRole,us-east-1,194.26.29.112,Kali-Linux-CloudSploit,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,1,0,1,1,27,1,1,1,1,synthetic,unauthorized_role_assumption,syn-std-th-1879,1
2026-04-07T18:59:39Z,sts.amazonaws.com,AssumeRole,sa-east-1,192.168.1.88,botocore/1.29.0 raw-script,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,0,1,18,0,49,0,1,0,0,synthetic,unauthorized_role_assumption,syn-std-th-8337,1
2026-04-22T00:13:56Z,sts.amazonaws.com,GetCallerIdentity,us-east-1,203.0.113.88,curl/7.88.1,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,1,0,0,1,54,0,0,1,0,synthetic,cloud_intrusion_threat,syn-std-th-8340,1
2026-04-11T01:18:00Z,sts.amazonaws.com,AssumeRole,us-west-2,45.154.255.99,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,1,0,1,1,29,0,1,1,0,synthetic,unauthorized_role_assumption,syn-seq-threat-0121,1
2026-04-20T10:49:37Z,iam.amazonaws.com,AttachRolePolicy,sa-east-1,194.26.29.112,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,1,1,10,0,32,1,1,0,0,synthetic,privilege_escalation_role_policy,syn-std-th-6009,1
2026-04-24T04:45:40Z,iam.amazonaws.com,ListUsers,us-east-1,10.100.4.12,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:role/DevOpsAdminRole,AssumedRole,DevOpsAdminRole,0,0,4,1,34,0,0,1,0,synthetic,cloud_intrusion_threat,syn-std-th-5832,1
2026-04-07T01:31:10Z,iam.amazonaws.com,PutRolePolicy,eu-west-1,185.220.101.5,Kali-Linux-CloudSploit,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,1,1,1,1,8,1,1,0,0,synthetic,role_inline_policy_backdoor,syn-std-th-5224,1
2026-04-29T02:29:10Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,10.10.15.22,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,0,0,2,1,5,0,1,0,0,synthetic,none,syn-std-bg-6345,0
2026-04-20T21:05:27Z,iam.amazonaws.com,AttachRolePolicy,us-east-2,10.200.1.6,aws-sdk-go/v2.1.0,arn:aws:iam::123456789012:role/JenkinsCICDRunner,AssumedRole,JenkinsCICDRunner,0,1,21,1,4,0,1,0,0,synthetic,none,syn-std-bg-8172,0
2026-04-24T17:11:59Z,iam.amazonaws.com,AttachUserPolicy,sa-east-1,192.168.1.88,AWS Management Console,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,0,1,17,0,41,1,1,0,0,synthetic,privilege_escalation_user_policy,syn-std-th-8220,1
2026-04-27T23:56:44Z,iam.amazonaws.com,UpdateAccessKey,us-east-2,194.26.29.112,Kali-Linux-CloudSploit,arn:aws:iam::123456789012:role/DevOpsAdminRole,AssumedRole,DevOpsAdminRole,1,0,23,1,47,1,1,1,0,synthetic,credential_activation_abuse,syn-std-th-9574,1
2026-04-28T16:13:20Z,iam.amazonaws.com,ListRoles,us-east-1,172.16.9.217,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,1,0,16,0,6,0,0,0,1,synthetic,none,syn-seq-benign-0166,0
2026-04-20T08:28:17Z,iam.amazonaws.com,CreateAccessKey,ap-southeast-1,203.0.113.88,aws-sdk-go/v2.1.0,arn:aws:iam::123456789012:role/JenkinsCICDRunner,AssumedRole,JenkinsCICDRunner,1,1,8,0,25,0,1,0,0,synthetic,rogue_credential_creation,syn-std-th-1925,1
2026-04-25T01:15:24Z,iam.amazonaws.com,ListUsers,sa-east-1,198.51.100.24,botocore/1.29.0 raw-script,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,1,1,1,1,11,0,0,0,1,synthetic,permission_probing,syn-seq-threat-0117,1
2026-04-14T10:06:25Z,iam.amazonaws.com,PassRole,us-east-1,172.16.35.163,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,1,0,10,0,1,0,1,0,0,synthetic,none,syn-std-bg-9825,0
2026-04-13T02:42:33Z,iam.amazonaws.com,PutRolePolicy,us-west-2,203.0.113.88,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:role/DevOpsAdminRole,AssumedRole,DevOpsAdminRole,1,1,2,1,45,1,1,0,1,synthetic,role_inline_policy_backdoor,syn-std-th-5663,1
2026-04-24T05:26:51Z,iam.amazonaws.com,CreateAccessKey,us-east-1,172.16.7.91,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,1,0,5,1,2,0,1,0,0,synthetic,none,syn-std-bg-3788,0
2026-04-25T16:30:21Z,iam.amazonaws.com,PutUserPolicy,us-east-1,104.244.76.13,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,1,0,16,0,26,1,1,0,0,synthetic,inline_policy_injection,syn-std-th-6303,1
2026-04-30T08:38:06Z,iam.amazonaws.com,AttachUserPolicy,ap-southeast-1,192.168.1.88,botocore/1.29.0 raw-script,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,0,1,8,0,3,1,1,0,0,synthetic,privilege_escalation_user_policy,syn-std-th-6558,1
2026-04-02T23:44:50Z,sts.amazonaws.com,GetCallerIdentity,us-east-1,10.10.15.23,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,0,0,23,1,1,0,0,0,0,synthetic,none,syn-std-bg-3536,0
