event_name,event_source,aws_region,identity_type,user_agent_category,is_new_ip_for_identity,is_new_region_for_identity,event_hour,is_off_hours,call_frequency_10m,target_user_is_different,is_privilege_action,error_status,mfa_authenticated,data_source,attack_type,scenario_id,event_time,identity_session_id,original_event_id,source_ip,user_name,identity_arn,is_threat
AttachRolePolicy,iam.amazonaws.com,us-east-1,IAMUser,Other,0,0,11,0,0,0,1,1,0,synthetic,privilege_escalation_role_policy,syn-std-th-5538,2026-04-07T11:12:18Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-000316,45.154.255.99,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,1
AttachUserPolicy,iam.amazonaws.com,us-west-2,IAMUser,CLI,1,0,11,0,1,0,1,0,1,synthetic,none,syn-std-bg-5438,2026-04-07T11:13:29Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-003013,172.16.20.189,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
PassRole,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,11,0,1,0,1,0,0,synthetic,none,syn-std-bg-3481,2026-04-07T11:13:58Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-005390,10.10.15.23,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,0
DescribeInstances,ec2.amazonaws.com,us-east-1,IAMUser,SDK,0,0,11,0,1,0,0,0,1,synthetic,none,syn-seq-benign-0003,2026-04-07T11:14:25Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-000348,192.168.1.50,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,0
AttachUserPolicy,iam.amazonaws.com,us-east-1,IAMUser,Console,1,0,11,0,2,0,1,0,1,synthetic,none,syn-std-bg-5922,2026-04-07T11:16:51Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-004843,172.16.20.147,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,0
PassRole,iam.amazonaws.com,sa-east-1,IAMUser,CLI,0,0,11,0,1,0,1,0,1,synthetic,none,syn-std-bg-5816,2026-04-07T11:17:47Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-012372,10.50.2.10,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
ListUsers,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,11,0,3,0,0,0,1,synthetic,none,syn-std-bg-7536,2026-04-07T11:18:49Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-004821,192.168.1.88,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,0
DescribeSecurityGroups,ec2.amazonaws.com,us-east-1,IAMUser,Console,0,0,11,0,2,0,0,0,1,synthetic,none,syn-seq-benign-0003,2026-04-07T11:19:03Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-010703,192.168.1.50,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,0
UpdateAccessKey,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,11,0,3,0,1,0,1,synthetic,none,syn-std-bg-5741,2026-04-07T11:21:19Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-002308,192.168.1.50,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,0
PutRolePolicy,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,11,0,3,0,1,0,1,synthetic,none,syn-seq-benign-0003,2026-04-07T11:23:20Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-009749,192.168.1.51,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,0
PutRolePolicy,iam.amazonaws.com,ap-southeast-1,IAMUser,Console,0,0,11,0,2,0,1,0,1,synthetic,none,syn-std-bg-4145,2026-04-07T11:23:27Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-011511,192.168.1.88,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,0
AttachUserPolicy,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,11,0,0,0,1,0,0,synthetic,none,syn-std-bg-7550,2026-04-07T11:24:39Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-006751,10.200.1.5,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,0
CreateAccessKey,iam.amazonaws.com,us-east-2,AssumedRole,SDK,0,0,11,0,0,1,1,0,0,synthetic,rogue_credential_creation,syn-std-th-1201,2026-04-07T11:25:12Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-004120,194.26.29.112,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1
AttachRolePolicy,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,11,0,0,0,1,0,0,synthetic,none,syn-std-bg-9794,2026-04-07T11:38:18Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-002536,10.200.1.5,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,0
AttachRolePolicy,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,11,0,0,0,1,0,1,synthetic,none,syn-std-bg-6655,2026-04-07T11:39:28Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-012807,192.168.1.88,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,0
AttachUserPolicy,iam.amazonaws.com,us-west-2,IAMUser,CLI,0,0,11,0,0,0,1,0,1,synthetic,none,syn-std-bg-8099,2026-04-07T11:48:10Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-001351,10.50.2.11,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
UpdateAccessKey,iam.amazonaws.com,us-east-1,AssumedRole,CLI,0,0,11,0,0,1,1,0,0,synthetic,none,syn-std-bg-6288,2026-04-07T11:53:41Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-005969,10.100.4.12,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
PassRole,iam.amazonaws.com,us-west-2,IAMUser,CLI,0,0,11,0,1,0,1,0,1,synthetic,none,syn-std-bg-8034,2026-04-07T11:56:03Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-005021,10.50.2.11,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
PutRolePolicy,iam.amazonaws.com,us-east-1,IAMUser,SDK,0,0,12,0,0,0,1,0,0,synthetic,none,syn-std-bg-8306,2026-04-07T12:00:06Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-004713,192.168.1.88,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,0
AttachUserPolicy,iam.amazonaws.com,us-east-1,IAMUser,Console,1,0,12,0,1,0,1,0,0,synthetic,none,syn-std-bg-2862,2026-04-07T12:02:14Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-005936,172.16.48.114,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,0
AttachRolePolicy,iam.amazonaws.com,us-east-1,AssumedRole,CLI,0,0,12,0,1,0,1,1,0,synthetic,none,syn-std-bg-1868,2026-04-07T12:02:39Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-010975,10.100.4.15,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
DescribeSecurityGroups,ec2.amazonaws.com,us-west-2,IAMUser,CLI,0,0,12,0,0,0,0,0,1,synthetic,none,syn-std-bg-4828,2026-04-07T12:06:42Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-010220,10.50.2.11,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
GetCallerIdentity,sts.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,12,0,1,0,0,0,0,synthetic,discovery_reconnaissance,syn-seq-threat-0054,2026-04-07T12:06:51Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-012972,10.100.4.15,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1
DescribeSecurityGroups,ec2.amazonaws.com,us-east-1,AssumedRole,Script_Tool,0,0,12,0,0,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-7804,2026-04-07T12:08:06Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-004454,203.0.113.88,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1
PutRolePolicy,iam.amazonaws.com,eu-west-1,AssumedRole,CLI,0,0,12,0,2,1,1,0,0,synthetic,none,syn-std-bg-1941,2026-04-07T12:08:52Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-007018,10.100.4.12,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
DescribeSecurityGroups,ec2.amazonaws.com,us-east-1,IAMUser,Console,0,0,12,0,0,0,0,1,0,synthetic,none,syn-std-bg-9636,2026-04-07T12:13:53Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-009654,192.168.1.88,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,0
ListBuckets,s3.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,12,0,2,0,0,0,0,synthetic,permission_probing,syn-seq-threat-0054,2026-04-07T12:14:26Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-006634,10.100.4.12,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1
PutUserPolicy,iam.amazonaws.com,us-east-2,IAMUser,Other,0,0,12,0,0,0,1,0,0,synthetic,inline_policy_injection,syn-std-th-8335,2026-04-07T12:18:42Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-001138,10.50.2.10,carol_secops,arn:aws:iam::123456789012:user/carol_secops,1
AttachUserPolicy,iam.amazonaws.com,us-east-2,AssumedRole,Script_Tool,0,0,12,0,2,0,1,0,0,synthetic,privilege_escalation_user_policy,syn-seq-threat-0054,2026-04-07T12:18:44Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-013948,192.168.10.40,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1
GetCallerIdentity,sts.amazonaws.com,us-east-1,IAMUser,Script_Tool,0,0,12,0,0,0,0,0,0,synthetic,discovery_reconnaissance,syn-seq-threat-0124,2026-04-07T12:19:55Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-004093,192.168.1.50,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,1
ListUsers,iam.amazonaws.com,us-east-1,IAMUser,Other,0,0,12,0,1,0,0,0,0,synthetic,permission_probing,syn-seq-threat-0124,2026-04-07T12:24:30Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-013865,192.168.1.50,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,1
DescribeInstances,ec2.amazonaws.com,us-east-1,AssumedRole,CLI,0,0,12,0,1,0,0,0,0,synthetic,none,syn-std-bg-9948,2026-04-07T12:24:34Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-008736,192.168.10.40,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
PutRolePolicy,iam.amazonaws.com,us-west-2,IAMUser,CLI,0,0,12,0,1,1,1,0,1,synthetic,none,syn-std-bg-2619,2026-04-07T12:25:13Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-009844,10.50.2.10,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
AssumeRole,sts.amazonaws.com,us-east-1,IAMUser,Script_Tool,0,0,12,0,2,1,1,0,0,synthetic,unauthorized_role_assumption,syn-seq-threat-0124,2026-04-07T12:27:59Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-006996,192.168.1.51,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,1
AttachUserPolicy,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,12,0,0,0,1,0,0,synthetic,none,syn-std-bg-9271,2026-04-07T12:28:26Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-008833,10.200.1.6,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,0
GetObject,s3.amazonaws.com,us-east-1,IAMUser,CLI,0,0,12,0,1,0,0,0,0,synthetic,none,syn-std-bg-6720,2026-04-07T12:29:27Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-009738,10.50.2.10,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
PutRolePolicy,iam.amazonaws.com,us-east-2,AssumedRole,Script_Tool,0,0,12,0,0,1,1,0,0,synthetic,role_inline_policy_backdoor,syn-std-th-6625,2026-04-07T12:30:03Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-006369,10.10.15.22,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1
PutRolePolicy,iam.amazonaws.com,us-east-2,AssumedRole,CLI,1,0,12,0,1,0,1,0,0,synthetic,none,syn-std-bg-6247,2026-04-07T12:32:11Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-000149,172.16.5.160,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
GetObject,s3.amazonaws.com,us-west-2,IAMUser,SDK,1,0,12,0,2,0,0,1,1,synthetic,none,syn-std-bg-9950,2026-04-07T12:32:25Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-010023,172.16.13.176,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
GetObject,s3.amazonaws.com,ap-southeast-1,IAMUser,CLI,0,0,12,0,3,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-9906,2026-04-07T12:33:59Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-002030,10.50.2.11,carol_secops,arn:aws:iam::123456789012:user/carol_secops,1
AttachRolePolicy,iam.amazonaws.com,us-east-2,AssumedRole,SDK,0,0,12,0,1,1,1,1,1,synthetic,privilege_escalation_role_policy,syn-std-th-1483,2026-04-07T12:35:52Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-000830,10.10.15.23,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1
GetCallerIdentity,sts.amazonaws.com,us-east-1,IAMUser,Script_Tool,0,0,12,0,0,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-4573,2026-04-07T12:46:45Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-013080,192.168.1.88,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,1
GetCallerIdentity,sts.amazonaws.com,ap-southeast-1,AssumedRole,Script_Tool,0,0,12,0,0,0,0,1,0,synthetic,cloud_intrusion_threat,syn-std-th-3210,2026-04-07T12:47:58Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-013493,10.100.4.12,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1
PutRolePolicy,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,12,0,0,1,1,0,0,synthetic,role_inline_policy_backdoor,syn-std-th-9165,2026-04-07T12:48:11Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-002326,203.0.113.88,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1
AttachUserPolicy,iam.amazonaws.com,eu-west-1,IAMUser,CLI,0,0,12,0,0,0,1,0,1,synthetic,none,syn-std-bg-7674,2026-04-07T12:48:21Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-000361,10.50.2.11,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
AssumeRole,sts.amazonaws.com,us-east-1,IAMUser,Console,0,0,12,0,1,0,1,0,0,synthetic,none,syn-std-bg-7025,2026-04-07T12:50:53Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-009561,192.168.1.88,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,0
CreateAccessKey,iam.amazonaws.com,us-east-1,IAMUser,Console,1,0,12,0,2,0,1,0,1,synthetic,none,syn-std-bg-9923,2026-04-07T12:54:25Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-010082,172.16.48.239,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,0
GetObject,s3.amazonaws.com,eu-west-1,AssumedRole,SDK,0,0,12,0,1,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-5023,2026-04-07T12:54:46Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-011197,185.220.101.5,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1
AssumeRole,sts.amazonaws.com,ap-southeast-1,IAMUser,Console,1,0,12,0,3,0,1,1,0,synthetic,none,syn-std-bg-8548,2026-04-07T12:54:56Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-009311,172.16.11.247,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,0
CreateAccessKey,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,12,0,2,0,1,0,0,synthetic,rogue_credential_creation,syn-std-th-9208,2026-04-07T12:55:56Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-009650,10.200.1.5,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1
AssumeRole,sts.amazonaws.com,us-west-2,AssumedRole,SDK,0,0,12,0,2,0,1,0,0,synthetic,unauthorized_role_assumption,syn-std-th-6553,2026-04-07T12:58:30Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-007374,45.154.255.99,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1
CreateAccessKey,iam.amazonaws.com,us-east-1,IAMUser,SDK,0,0,13,0,0,0,1,0,1,synthetic,none,syn-std-bg-8718,2026-04-07T13:00:23Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-001528,192.168.1.51,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,0
GetCallerIdentity,sts.amazonaws.com,us-east-1,IAMUser,Console,0,0,13,0,0,0,0,0,0,synthetic,discovery_reconnaissance,syn-seq-threat-0287,2026-04-07T13:10:27Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-006814,192.168.1.88,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,1
DescribeSecurityGroups,ec2.amazonaws.com,us-east-1,AssumedRole,Other,0,0,13,0,0,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-5821,2026-04-07T13:11:28Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-000258,10.10.15.23,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1
UpdateAccessKey,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,13,0,1,0,1,1,0,synthetic,none,syn-std-bg-3924,2026-04-07T13:15:31Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-001761,10.10.15.22,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,0
AttachRolePolicy,iam.amazonaws.com,us-west-2,IAMUser,Script_Tool,0,0,13,0,0,0,1,0,0,synthetic,privilege_escalation_role_policy,syn-std-th-4252,2026-04-07T13:16:44Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-000350,10.50.2.10,carol_secops,arn:aws:iam::123456789012:user/carol_secops,1
ListRoles,iam.amazonaws.com,us-east-1,IAMUser,CLI,1,0,13,0,1,0,0,0,1,synthetic,none,syn-seq-benign-0294,2026-04-07T13:17:24Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-013132,172.16.12.50,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
AttachRolePolicy,iam.amazonaws.com,us-east-1,AssumedRole,CLI,0,0,13,0,0,1,1,0,0,synthetic,none,syn-std-bg-5088,2026-04-07T13:17:54Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-001628,10.100.4.15,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
ListBuckets,s3.amazonaws.com,us-east-1,IAMUser,Console,0,0,13,0,1,0,0,1,0,synthetic,permission_probing,syn-seq-threat-0287,2026-04-07T13:18:06Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-000796,192.168.1.88,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,1
ListUsers,iam.amazonaws.com,us-east-1,AssumedRole,CLI,1,0,13,0,1,0,0,0,0,synthetic,none,syn-std-bg-7311,2026-04-07T13:18:06Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-002476,172.16.27.215,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
DescribeSecurityGroups,ec2.amazonaws.com,us-east-1,IAMUser,CLI,0,0,13,0,2,0,0,0,1,synthetic,none,syn-seq-benign-0294,2026-04-07T13:20:39Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-005852,10.50.2.10,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
UpdateAccessKey,iam.amazonaws.com,us-east-1,IAMUser,SDK,0,0,13,0,3,0,1,0,0,synthetic,none,syn-seq-benign-0294,2026-04-07T13:22:03Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-005131,10.50.2.11,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
PassRole,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,13,0,1,1,1,0,0,synthetic,pass_role_privilege_escalation,syn-seq-threat-0287,2026-04-07T13:22:33Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-008055,192.168.1.88,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,1
AttachRolePolicy,iam.amazonaws.com,ap-southeast-1,AssumedRole,CLI,0,0,13,0,2,0,1,0,0,synthetic,none,syn-std-bg-1219,2026-04-07T13:22:40Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-003100,10.100.4.15,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
PutRolePolicy,iam.amazonaws.com,us-east-1,AssumedRole,Script_Tool,0,0,13,0,1,1,1,1,0,synthetic,role_inline_policy_backdoor,syn-std-th-5520,2026-04-07T13:24:44Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-005653,10.10.15.22,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1
AssumeRole,sts.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,13,0,1,0,1,0,0,synthetic,none,syn-std-bg-9837,2026-04-07T13:29:12Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-009649,10.100.4.15,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
PassRole,iam.amazonaws.com,us-east-1,AssumedRole,CLI,0,0,13,0,2,0,1,1,0,synthetic,none,syn-std-bg-6059,2026-04-07T13:29:34Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-010311,10.100.4.12,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
ListBuckets,s3.amazonaws.com,us-east-1,IAMUser,SDK,0,0,13,0,0,0,0,0,0,synthetic,none,syn-std-bg-3791,2026-04-07T13:35:32Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-009711,192.168.1.51,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,0
PassRole,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,13,0,0,0,1,1,0,synthetic,none,syn-std-bg-9482,2026-04-07T13:36:10Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-013177,10.200.1.6,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,0
ListBuckets,s3.amazonaws.com,us-east-1,IAMUser,Console,1,0,13,0,0,0,0,0,1,synthetic,none,syn-std-bg-4014,2026-04-07T13:39:31Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-005380,172.16.5.154,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,0
AttachRolePolicy,iam.amazonaws.com,ap-southeast-1,IAMUser,Console,0,0,13,0,1,0,1,1,0,synthetic,privilege_escalation_role_policy,syn-std-th-7449,2026-04-07T13:41:55Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-008844,198.51.100.24,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,1
UpdateAccessKey,iam.amazonaws.com,us-east-1,IAMUser,Console,1,0,13,0,2,0,1,0,1,synthetic,none,syn-std-bg-3055,2026-04-07T13:43:56Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-005480,172.16.16.111,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,0
AssumeRole,sts.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,13,0,0,0,1,0,0,synthetic,none,syn-std-bg-6673,2026-04-07T13:44:20Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-003796,10.10.15.22,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,0
AssumeRole,sts.amazonaws.com,us-east-1,IAMUser,Script_Tool,0,0,13,0,1,0,1,0,0,synthetic,unauthorized_role_assumption,syn-std-th-3568,2026-04-07T13:45:33Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-006148,194.26.29.112,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,1
AssumeRole,sts.amazonaws.com,us-east-1,AssumedRole,SDK,1,0,13,0,1,0,1,1,0,synthetic,none,syn-std-bg-4776,2026-04-07T13:47:17Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-008064,172.16.43.150,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,0
ListRoles,iam.amazonaws.com,us-west-2,IAMUser,CLI,0,0,13,0,0,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-4642,2026-04-07T13:48:15Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-003298,10.50.2.10,carol_secops,arn:aws:iam::123456789012:user/carol_secops,1
UpdateAccessKey,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,13,0,2,1,1,0,0,synthetic,credential_activation_abuse,syn-std-th-6199,2026-04-07T13:49:41Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-006114,203.0.113.88,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,1
CreateAccessKey,iam.amazonaws.com,us-east-2,AssumedRole,CLI,1,0,13,0,0,1,1,1,0,synthetic,none,syn-std-bg-7871,2026-04-07T13:50:06Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-000144,172.16.50.3,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
AttachUserPolicy,iam.amazonaws.com,us-east-1,AssumedRole,SDK,1,0,13,0,0,0,1,0,0,synthetic,none,syn-std-bg-5888,2026-04-07T13:52:20Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-013380,172.16.28.85,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,0
DescribeInstances,ec2.amazonaws.com,eu-west-1,IAMUser,Console,0,0,13,0,1,0,0,0,1,synthetic,cloud_intrusion_threat,syn-std-th-9759,2026-04-07T13:52:23Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-008277,194.26.29.112,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,1
AttachUserPolicy,iam.amazonaws.com,us-east-1,IAMUser,CLI,0,0,13,0,1,1,1,0,1,synthetic,none,syn-std-bg-5195,2026-04-07T13:52:56Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-013677,10.50.2.10,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
ListRoles,iam.amazonaws.com,us-east-1,IAMUser,Console,1,0,13,0,1,0,0,0,1,synthetic,none,syn-std-bg-6718,2026-04-07T13:59:51Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-012934,172.16.14.141,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,0
